gene	rseq
RETNLB	NM_032579
TBC1D17	NM_024682
KCTD17	NM_024681
NARS2	NM_024678
PAX4	NM_006193
SERTAD3	NM_013368
HEXIM1	NM_006460
ST6GALNAC2	NM_006456
GTF3C3	NM_012086
TRHDE	NM_013381
DPP7	NM_013379
AP5M1	NM_018229
OTUD3	NM_015207
PSMD5	NM_005047
KIF22	NM_007317
NBPF10	NM_001039703
SDHAF2	NM_017841
SFMBT1	NM_016329
ADCY10	NM_018417
GCA	NM_012198
MKL1	NM_020831
C9orf9	NM_018956
CSTF2T	NM_015235
BIVM	NM_017693
SOCS7	NM_014598
GAGE7	NM_021123
WDR24	NM_032259
PHIP	NM_017934
DFFA	NM_004401
FLCN	NM_144997
TET3	NM_144993
VWA3B	NM_144992
VSTM4	NM_001031746
ZFC3H1	NM_144982
IMMP1L	NM_144981
LY6G6D	NM_021246
INPP4B	NM_003866
THADA	NM_022065
CLDN17	NM_012131
CLDN24	NM_001185149
MRGPRD	NM_198923
RAB6A	NM_002869
MTX1	NM_002455
PPP6R2	NM_001242898
PYCR2	NM_013328
KIFC2	NM_145754
GOLGA8B	NM_001023567
CKMT1A	NM_001015001
CCDC147	NM_001008723
LIMK1	NM_002314
ABLIM1	NM_002313
ANKRD45	NM_198493
P2RY6	NM_004154
PCP2	NM_174895
MAG	NM_002361
ZNF391	NM_001076781
UNCX	NM_001080461
APOC3	NM_000040
P2RY1	NM_002563
P2RX7	NM_002562
SYT2	NM_177402
GMNC	NM_001146686
FAM221B	NM_001012446
GJA1	NM_000165
GIPR	NM_000164
SLC44A4	NM_025257
RAB42	NM_001193532
PACSIN3	NM_016223
CFB	NM_001710
ARFRP1	NM_003224
ITGB5	NM_002213
ITGB1	NM_033668
GOLPH3L	NM_018178
FKBP4	NM_002014
FHIT	NM_002012
UBL4A	NM_014235
HSD17B8	NM_014234
GNPAT	NM_014236
N4BP3	NM_015111
FAM173B	NM_199133
HAL	NM_002108
PRMT2	NM_001535
SHISA8	NM_001207020
TPPP2	NM_173846
ACSF3	NM_174917
UBR1	NM_174916
EFNA4	NM_182689
ARPC5	NM_001270439
HECTD1	NM_015382
GGNBP2	NM_024835
GLYR1	NM_032569
PALM2	NM_053016
RNF157	NM_052916
TBX18	NM_001080508
PAFAH1B1	NM_000430
MAT1A	NM_000429
FBXW12	NM_207102
SIRT5	NM_012241
LAMTOR3	NM_021970
RARS2	NM_020320
CHD8	NM_001170629
LZTS1	NM_021020
ARG1	NM_001244438
SPIB	NM_003121
ISOC2	NM_024710
ASB7	NM_198243
ZNF385D	NM_024697
GEMIN7	NM_024707
BHLHA15	NM_177455
FAM171B	NM_177454
CLIP4	NM_024692
GPAM	NM_020918
ASB13	NM_024701
PBRM1	NM_018313
DLL4	NM_019074
GIGYF1	NM_022574
SPRR2G	NM_001014291
PLEKHN1	NM_032129
NARF	NM_012336
GBP6	NM_198460
AMACR	NM_001167595
AGTPBP1	NM_015239
KLHL3	NM_017415
USP18	NM_017414
ZCCHC10	NM_017665
AGRN	NM_198576
TM7SF2	NM_003273
SH2B3	NM_005475
LMNA	NM_170707
RASA3	NM_007368
PLA2R1	NM_007366
NME7	NM_013330
PDPR	NM_017990
C12orf44	NM_021934
MTCH1	NM_001271641
PRKCB	NM_002738
GFPT2	NM_005110
PAK1	NM_001128620
C5orf34	NM_198566
ZNF667	NM_022103
CHTF18	NM_022092
ZBTB45	NM_032792
OBSCN	NM_001271223
DENND1A	NM_020946
ZNF514	NM_032788
MGARP	NM_032623
LNX1	NM_001126328
SMCP	NM_030663
HOXA3	NM_030661
PXMP2	NM_018663
NTN4	NM_021229
ZC3H10	NM_032786
C5orf20	NM_130848
WDYHV1	NM_018024
ZMIZ1	NM_020338
RGAG1	NM_020769
RSL1D1	NM_015659
NOC2L	NM_015658
C4orf27	NM_017867
TIPIN	NM_017858
SSH3	NM_017857
PAPPA2	NM_020318
LGALSL	NM_014181
CACYBP	NM_014412
SEC24A	NM_021982
CD300C	NM_006678
SLC52A3	NM_033409
ZNF764	NM_033410
FNBP1L	NM_001164473
ATP6V0E2	NM_001100592
SURF4	NM_033161
TEX26	NM_152325
ERP27	NM_152321
ARPC2	NM_005731
DEPDC4	NM_152317
NXPE1	NM_152315
SLC36A4	NM_152313
TRMT1L	NM_030934
TTYH3	NM_025250
SRCIN1	NM_025248
TSGA10	NM_025244
CD276	NM_001024736
DDX27	NM_017895
PDP2	NM_020786
NMRAL1	NM_020677
ANO1	NM_018043
TMEM27	NM_020665
NCAPG2	NM_017760
WDFY1	NM_020830
KIAA1430	NM_020827
SYT13	NM_020826
BANK1	NM_017935
EPS8L2	NM_022772
ITM2B	NM_021999
ZNF711	NM_021998
BCL2L15	NM_001010922
DRGX	NM_001080520
GRAMD1C	NM_017577
MED27	NM_004269
C12orf43	NM_022895
SLC26A7	NM_134266
EGLN1	NM_022051
PREX2	NM_024870
SIK3	NM_025164
GNPDA2	NM_138335
FAM122A	NM_138333
RNASE8	NM_138331
ZNF675	NM_138330
SSX7	NM_173358
SGMS1	NM_147156
RMI2	NM_152308
IL37	NM_014439
TRMT61A	NM_152307
TADA2B	NM_152293
ZNF561	NM_152289
C1orf158	NM_152290
ORAI3	NM_152288
PNPLA7	NM_001098537
IL36B	NM_014438
QSOX1	NM_002826
SZT2	NM_015284
PCED1B	NM_138371
ZNF251	NM_138367
GALK1	NM_000154
GALC	NM_000153
HNF4A	NM_000457
RPA3	NM_002947
SLC9A1	NM_003047
RPA2	NM_002946
TECTB	NM_058222
COX7B	NM_001866
LTK	NM_002344
SH2D7	NM_001101404
HTR2C	NM_000868
SLC39A13	NM_001128225
BNIP3L	NM_004331
CBLN1	NM_004352
RNF152	NM_173557
C10orf107	NM_173554
ANKS6	NM_173551
ATP6V0A1	NM_001130020
C1orf210	NM_182517
SLAMF9	NM_033438
AIF1L	NM_001185095
RNF17	NM_031277
CATSPERG	NM_021185
SLAMF7	NM_021181
FBXL18	NM_024963
NEK11	NM_024800
CSPP1	NM_024790
ACRV1	NM_001612
NUDT4	NM_199040
SFT2D3	NM_032740
SAMD8	NM_001174156
KLKB1	NM_000892
TSHB	NM_000549
FANCA	NM_000135
ACAT1	NM_000019
CSF3R	NM_156039
ZNF175	NM_007147
SKA1	NM_145060
METTL11B	NM_001136107
PARM1	NM_015393
NPDC1	NM_015392
TOB2	NM_016272
KLF2	NM_016270
SPRYD7	NM_020456
EP400	NM_015409
TAS2R16	NM_016945
OTUB1	NM_017670
GNAI3	NM_006496
FERMT1	NM_017671
IFT20	NM_001267774
PRKAA1	NM_206907
SERPINI1	NM_005025
AQP3	NM_004925
GAPVD1	NM_015635
SPCS2	NM_014752
TDRD9	NM_153046
TMEM183B	NM_001079809
RASL11B	NM_023940
DTNBP1	NM_032122
OR2T1	NM_030904
PBX4	NM_025245
OR14J1	NM_030946
VHLL	NM_001004319
GTDC1	NM_001006636
MFSD3	NM_138431
AQP10	NM_080429
GATA5	NM_080473
BAD	NM_004322
BMF	NM_033503
SPG20	NM_015087
SLC25A28	NM_031212
QTRT1	NM_031209
FAHD1	NM_001018104
ZFP37	NM_003408
WNT9A	NM_003395
MPV17	NM_002437
MPP1	NM_002436
TMEM167A	NM_174909
LRP3	NM_002333
LRP1	NM_002332
SIRPB2	NM_001122962
C1orf194	NM_001122961
ANKS3	NM_133450
NEK9	NM_033116
C1orf172	NM_152365
CLVS1	NM_173519
ZNF57	NM_173480
ZNF440	NM_152357
PDHB	NM_000925
GMFB	NM_004124
LEMD3	NM_014319
RPAP2	NM_024813
SPINK4	NM_014471
CDCA7L	NM_018719
SCRT1	NM_031309
SLAIN2	NM_020846
RILP	NM_031430
ZNF860	NM_001137674
ACOXL	NM_001142807
KPNA7	NM_001145715
CCDC42B	NM_001144872
VSTM5	NM_001144871
FLT3LG	NM_001459
WHAMM	NM_001080435
C8orf42	NM_001256113
C20orf202	NM_001009612
CTHRC1	NM_138455
CAMTA1	NM_015215
ALMS1	NM_015120
LGALS13	NM_013268
TSC22D4	NM_030935
KLHL23	NM_144711
ELP5	NM_015362
GMPR	NM_006877
SNX17	NM_014748
EID1	NM_014335
RAB31	NM_006868
LILRA2	NM_001130917
HIVEP2	NM_006734
CENPI	NM_006733
FBXO2	NM_012168
ENPP1	NM_006208
SLBP	NM_006527
ZNF217	NM_006526
WDR7	NM_015285
PANX2	NM_052839
WDR34	NM_052844
SGIP1	NM_032291
DDX31	NM_022779
APLP2	NM_001642
DGCR2	NM_005137
UHRF1BP1	NM_017754
SDHAF1	NM_001042631
WDR13	NM_017883
MPZL2	NM_005797
WISP2	NM_003881
BRPF1	NM_001003694
PSMD14	NM_005805
PRLH	NM_015893
ZFP30	NM_014898
ZNF652	NM_014897
UFM1	NM_016617
NME8	NM_016616
GTPBP2	NM_019096
CREBBP	NM_004380
SORCS3	NM_014978
CELSR3	NM_001407
BRE	NM_004899
TAL2	NM_005421
SULT1E1	NM_005420
STAT2	NM_005419
UBA2	NM_005499
DMXL1	NM_005509
C19orf43	NM_024038
SYNDIG1L	NM_001105579
C1orf185	NM_001136508
TMC4	NM_001145303
KXD1	NM_024069
FOSL2	NM_005253
NMU	NM_006681
TSPYL2	NM_022117
STK31	NM_031414
ZCCHC3	NM_033089
ATP10A	NM_024490
HNRNPH2	NM_019597
LXN	NM_020169
MPP5	NM_022474
SIRPG	NM_018556
KCTD5	NM_018992
APOM	NM_019101
CACNA2D3	NM_018398
OSBPL10	NM_017784
BTG4	NM_017589
ARL6IP1	NM_015161
PMPCA	NM_015160
TMEM131	NM_015348
STXBP6	NM_014178
DCAF13	NM_015420
RRP1B	NM_015056
SOSTDC1	NM_015464
TOMM20	NM_014765
ISY1-RAB43	NM_001204890
EPHB4	NM_004444
COX6A1	NM_004373
RNGTT	NM_003800
PPIB	NM_000942
BMP1	NM_006129
ACTG2	NM_001615
TIMP3	NM_000362
THBD	NM_000361
ALOX12B	NM_001139
TGFBI	NM_000358
CYB5RL	NM_001031672
CGREF1	NM_006569
ZNF22	NM_006963
MECP2	NM_001110792
TAX1BP3	NM_014604
CXXC1	NM_001101654
DYNC2LI1	NM_001193464
RAB26	NM_014353
KCNIP1	NM_001034837
PIK3R4	NM_014602
CLUAP1	NM_015041
RABGAP1	NM_012197
IFT52	NM_016004
GBP2	NM_004120
CAPZA2	NM_006136
LHX2	NM_004789
TULP4	NM_020245
MAK	NM_001242957
MAN1A1	NM_005907
PEX14	NM_004565
PFKFB4	NM_004567
GNAT2	NM_005272
EBF3	NM_001005463
GPX5	NM_001509
ADRB1	NM_000684
FMO5	NM_001461
FMO2	NM_001460
FLNC	NM_001458
ATP1B3	NM_001679
BPGM	NM_001724
POLR3D	NM_001722
FAM205A	NM_001141917
MOV10	NM_020963
ZNF276	NM_001113525
RIC3	NM_001206671
MDGA2	NM_001113498
SMARCE1	NM_003079
HTN1	NM_002159
MMP7	NM_002423
ODC1	NM_002539
CUL1	NM_003592
SUSD4	NM_017982
SRBD1	NM_018079
WIF1	NM_007191
DAZ2	NM_020363
GUCD1	NM_031444
MED21	NM_004264
CTNNA3	NM_013266
SH3RF2	NM_152550
FAM81B	NM_152548
NOMO2	NM_001004060
SMYD4	NM_052928
MLC1	NM_015166
SRFBP1	NM_152546
SLC39A5	NM_173596
CPPED1	NM_018340
GABRB2	NM_021911
GGCX	NM_000821
AVPR1B	NM_000707
ALDH9A1	NM_000696
ALDH3B2	NM_000695
POLR2I	NM_006233
LDOC1	NM_012317
VARS	NM_006295
CCDC85B	NM_006848
STYX	NM_145251
SLC25A41	NM_173637
TMEM241	NM_032933
ARL10	NM_173664
LCE4A	NM_178356
SNX32	NM_152760
C1orf162	NM_174896
TRAPPC5	NM_174894
RIN2	NM_001242581
DND1	NM_194249
AKAP1	NM_003488
NCOA6	NM_014071
C22orf29	NM_024627
VTCN1	NM_024626
ZNF75A	NM_153028
KRTAP10-10	NM_181688
KRTAP12-1	NM_181686
C6orf132	NM_001164446
SCD	NM_005063
DUS2L	NM_017803
UNC5C	NM_003728
NRN1L	NM_198443
PCDHA7	NM_018910
PHF17	NM_199320
DCAF17	NM_025000
WDR19	NM_025132
HKDC1	NM_025130
DCLRE1C	NM_001033855
TEX12	NM_031275
TEX13B	NM_031273
SUSD1	NM_022486
FAT1	NM_005245
LILRA3	NM_006865
PTPN14	NM_005401
RAB7A	NM_004637
MYCN	NM_005378
LTBR	NM_002342
IMMP2L	NM_032549
TRAPPC11	NM_021942
C1QB	NM_000491
CPD	NM_001304
VSIG10L	NM_001163922
BLZF1	NM_003666
NNAT	NM_005386
MED17	NM_004268
FADS2	NM_004265
SEMA4F	NM_004263
DLC1	NM_182643
TMEM164	NM_032227
FOXQ1	NM_033260
TP53I13	NM_138349
FAM105B	NM_138348
ZNF551	NM_138347
FAM181A	NM_138344
SLC25A25	NM_001006641
DSTYK	NM_015375
TMPRSS11B	NM_182502
MYLK3	NM_182493
WDR86	NM_198285
GALNT10	NM_198321
TMEM14C	NM_016462
PHF10	NM_018288
TMEM69	NM_016486
VTA1	NM_016485
PDZD11	NM_016484
MRPL20	NM_017971
B3GAT3	NM_012200
ZNF169	NM_194320
COMMD6	NM_203497
MOGAT3	NM_178176
ATG4C	NM_032852
BBS7	NM_176824
LRPPRC	NM_133259
ELMO2	NM_133171
AMOTL1	NM_130847
CDH16	NM_004062
SORBS3	NM_005775
ZNF256	NM_005773
RCL1	NM_005772
OLR1	NM_002543
TBP	NM_003194
NDST3	NM_004784
SOX4	NM_003107
SNAP29	NM_004782
CNOT8	NM_004779
B4GALT5	NM_004776
RFXANK	NM_003721
EGLN2	NM_053046
ZNRF2	NM_147128
DYX1C1	NM_130810
GRK7	NM_139209
NAP1L1	NM_004537
ZDHHC14	NM_024630
MCOLN2	NM_153259
LTN1	NM_015565
MCM9	NM_017696
MAML3	NM_018717
NOP10	NM_018648
ARMC1	NM_018120
LARS2	NM_015340
LENG9	NM_198988
PRDM10	NM_020228
ANKHD1-EIF4EBP3	NM_020690
CHD3	NM_001005271
EPC2	NM_015630
DCP1A	NM_018403
CHST7	NM_019886
MRPS18C	NM_016067
LIN37	NM_019104
GIMAP5	NM_018384
PHF20	NM_016436
CERS1	NM_021267
C1QTNF3	NM_181435
GTSE1	NM_016426
MARCH5	NM_017824
DUSP23	NM_017823
KANSL2	NM_017822
RHBDL2	NM_017821
EXD3	NM_017820
SHISA5	NM_016479
RBM47	NM_001098634
PCDHGB7	NM_018927
BNC2	NM_017637
GLRX5	NM_016417
CTDSPL2	NM_016396
ATG2B	NM_018036
MKNK1	NM_003684
HOXC8	NM_022658
DUSP6	NM_001946
RASA1	NM_002890
CASP9	NM_001229
ATP6V1E2	NM_080653
TMEM41A	NM_080652
ATP8B2	NM_020452
PAGR1	NM_024516
CCDC115	NM_032357
GBP4	NM_052941
ADAMTS13	NM_139025
RXFP4	NM_181885
PRX	NM_181882
RAX	NM_013435
KCNIP3	NM_013434
SIX4	NM_017420
DEC1	NM_017418
C11orf75	NM_020179
FAM222A	NM_032829
ZNF706	NM_016096
LGALS7B	NM_001042507
DNAJC25-GNG10	NM_004125
TTC24	NM_001105669
BRD2	NM_005104
LRFN1	NM_020862
GPN2	NM_018066
HELLS	NM_018063
GPR162	NM_019858
AHRR	NM_020731
NET1	NM_001047160
C19orf53	NM_014047
WASF3	NM_006646
TMEM191C	NM_001207052
ADAMTS6	NM_197941
PHC2	NM_198040
ZNF319	NM_020807
CCDC109B	NM_017918
PIH1D1	NM_017916
PARPBP	NM_017915
OR51F1	NM_001004752
OR51D1	NM_001004751
C2orf50	NM_182500
NUDT5	NM_014142
RPS26	NM_001029
PLA2G1B	NM_000928
TRADD	NM_003789
CASKIN2	NM_020753
STAM2	NM_005843
LILRB4	NM_006847
KLHDC2	NM_014315
TPSG1	NM_012467
TSPAN16	NM_012466
TMEM50A	NM_014313
PPIL1	NM_016059
MEGF8	NM_001271938
YDJC	NM_001017964
RGS20	NM_170587
WNT4	NM_030761
LRR1	NM_152329
DQX1	NM_133637
HELQ	NM_133636
ANKRD9	NM_152326
WEE1	NM_003390
CDH18	NM_004934
FAM122B	NM_001170756
TBC1D30	NM_015279
OSTC	NM_001267818
SRRM5	NM_001145641
EGLN3	NM_022073
HAND2	NM_021973
SPHK1	NM_182965
PRR14	NM_024031
NRDE2	NM_017970
SSBP3	NM_145716
NOL11	NM_015462
VPS37C	NM_017966
ZNF521	NM_015461
DNAJA2	NM_005880
HOXA1	NM_005522
ZNF549	NM_001199295
KLRG1	NM_005810
ITGB6	NM_000888
RPS16	NM_001020
P4HB	NM_000918
SPHAR	NM_006542
NUDT6	NM_007083
UHRF1BP1L	NM_015054
PTRF	NM_012232
NT5C2	NM_012229
MSRB2	NM_012228
KIAA1107	NM_015237
POMT2	NM_013382
CROCC	NM_014675
TMCC3	NM_020698
AMIGO1	NM_020703
C11orf49	NM_001003677
C9orf16	NM_024112
RNF220	NM_018150
ITFG2	NM_018463
ARHGAP15	NM_018460
NEUROG2	NM_024019
SH3RF1	NM_020870
C8orf33	NM_023080
JPH1	NM_020647
PYCRL	NM_023078
TMEM9B	NM_020644
C11orf16	NM_020643
PRSS33	NM_152891
APITD1	NM_199294
MUSTN1	NM_205853
DPPA3	NM_199286
ATG3	NM_022488
GSTT1	NM_000853
DECR1	NM_001359
MOB3C	NM_145279
GCSAML	NM_145278
C20orf27	NM_001039140
ANP32E	NM_030920
HMG20B	NM_006339
PFAS	NM_012393
KRTAP29-1	NM_001257309
RNF2	NM_007212
GALNT6	NM_007210
ALG1	NM_019109
NUDT11	NM_018159
SLC4A1AP	NM_018158
OR7C2	NM_012377
DPPA4	NM_018189
ATAD3A	NM_018188
ARL8B	NM_018184
FAM222B	NM_018182
ZNF532	NM_018181
PNRC1	NM_006813
DENND3	NM_014957
MYLIP	NM_013262
PHLPP2	NM_015020
GIMAP2	NM_015660
GOLT1B	NM_016072
HMGN1	NM_004965
HDAC1	NM_004964
AXL	NM_021913
CCDC106	NM_013301
KIR3DL1	NM_013289
CEP41	NM_018718
RNF165	NM_152470
PON1	NM_000446
MTMR9	NM_015458
ST8SIA5	NM_013305
TRA2A	NM_013293
KPNA6	NM_012316
KIN	NM_012311
GTF2E1	NM_005513
ZNF90	NM_007138
SLC17A4	NM_005495
TSPAN13	NM_014399
PDE8B	NM_003719
SDHC	NM_003001
CYB5D2	NM_144611
FN3KRP	NM_024619
CCDC146	NM_020879
SF3B5	NM_031287
ADI1	NM_018269
BPIFB2	NM_025227
ERMN	NM_001009959
LRRC47	NM_020710
ART4	NM_021071
IFNA4	NM_021068
GINS1	NM_021067
NCOA5	NM_020967
EPG5	NM_020964
CHMP2B	NM_014043
CDH19	NM_021153
IDI2	NM_033261
CAMK2N2	NM_033259
HRASLS	NM_020386
REXO4	NM_020385
XPNPEP1	NM_020383
SETD8	NM_020382
PDSS2	NM_020381
CYSLTR2	NM_020377
MSH4	NM_002440
PLIN2	NM_001122
AQP2	NM_000486
APRT	NM_000485
RPS23	NM_001025
BIRC5	NM_001012271
HARS	NM_002109
RFX5	NM_000449
COG4	NM_015386
CCNB3	NM_033031
GIMAP1	NM_130759
VPS26B	NM_052875
HNRNPA1L2	NM_001011724
GTSF1L	NM_176791
FAM163B	NM_001080515
C10orf54	NM_022153
TMBIM1	NM_022152
MOAP1	NM_022151
LYSMD2	NM_153374
FAM76A	NM_001143912
TMX2	NM_015959
FNDC7	NM_001144937
PSMF1	NM_006814
KRTAP12-2	NM_181684
ZNF584	NM_173548
HLA-DPB1	NM_002121
EHMT1	NM_024757
OR7G2	NM_001005193
PRSS12	NM_003619
C9orf129	NM_001098808
MAST2	NM_015112
MRPL9	NM_031420
SMIM4	NM_001124767
TCL1A	NM_021966
CRNKL1	NM_016652
HOXA10	NM_018951
MRPL50	NM_019051
GBGT1	NM_021996
ANKEF1	NM_022096
USP53	NM_019050
ERRFI1	NM_018948
CYCS	NM_018947
NANS	NM_018946
PDE7B	NM_018945
MIS18A	NM_018944
CCDC93	NM_019044
GBA2	NM_020944
MRPS14	NM_022100
C5orf54	NM_022090
AGAP5	NM_001144000
C1orf204	NM_001134233
TGIF2LX	NM_138960
VANGL1	NM_138959
ARX	NM_139058
C18orf8	NM_013326
MBIP	NM_016586
CDC42BPG	NM_017525
PBOV1	NM_021635
FEV	NM_017521
COQ9	NM_020312
THEMIS	NM_001164685
TBCCD1	NM_018138
SMIM5	NM_001162995
MYH14	NM_001145809
MFGE8	NM_005928
NKIRAS2	NM_017595
TTLL7	NM_024686
GNPTG	NM_032520
PEAK1	NM_024776
PITPNM2	NM_020845
SLC2A9	NM_020041
HMX1	NM_018942
PUS7	NM_019042
MARK1	NM_018650
RPL5	NM_000969
PREP	NM_002726
EIF4EBP3	NM_003732
PSMA2	NM_002787
PSG11	NM_002785
TCF24	NM_001193502
FOXK2	NM_004514
MC4R	NM_005912
SLC30A9	NM_006345
KERA	NM_007035
BDKRB2	NM_000623
HTR2A	NM_000621
NR3C2	NM_000901
KCNJ2	NM_000891
TNNC2	NM_003279
MEF2D	NM_005920
PAPSS2	NM_001015880
KL	NM_004795
MT1B	NM_005947
MAP1A	NM_002373
MAN2A1	NM_002372
CDR2L	NM_014603
URB2	NM_014777
ARRDC5	NM_001080523
MBOAT4	NM_001100916
ACSM2B	NM_182617
SLC25A36	NM_001104647
CHCHD6	NM_032343
PCDH1	NM_032420
CARD11	NM_032415
ST7	NM_021908
TOR3A	NM_022371
MRPS12	NM_021107
INCENP	NM_001040694
HRH2	NM_001131055
FCRL2	NM_030764
S100Z	NM_130772
POLR1A	NM_015425
STAP2	NM_017720
FAM71C	NM_153364
HOXC10	NM_017409
SEPSECS	NM_016955
LRRN1	NM_020873
SLC35G5	NM_054028
OTP	NM_032109
ZIM3	NM_052882
ELK4	NM_001973
FAM19A3	NM_001004440
CNKSR3	NM_173515
FAM117B	NM_173511
RNF144B	NM_182757
ATAT1	NM_001031722
NABP1	NM_001031716
DNAH1	NM_015512
PRDM1	NM_001198
KIAA1045	NM_015297
TARS2	NM_025150
SDS	NM_006843
SF3B2	NM_006842
ZNF286B	NM_001145045
ATXN1L	NM_001137675
GATSL1	NM_001145063
SUV39H2	NM_001193424
SLCO1B7	NM_001009562
C17orf97	NM_001013672
PTRHD1	NM_001013663
FRRS1	NM_001013660
XPO4	NM_022459
CACHD1	NM_020925
KLHL12	NM_021633
FBXW4	NM_022039
EEPD1	NM_030636
GJD4	NM_153368
ZCCHC24	NM_153367
KRT79	NM_175834
C1orf54	NM_024579
ZNF527	NM_032453
ZNF70	NM_021916
ZNF69	NM_021915
C19orf80	NM_018687
FDCSP	NM_152997
CCDC114	NM_144577
EPS8L3	NM_139053
FSCN3	NM_020369
PCSK4	NM_017573
BCAT1	NM_001178093
ANKRD34C	NM_001146341
ACADS	NM_000017
REL	NM_002908
SEMG2	NM_003008
FADD	NM_003824
TNFRSF6B	NM_003823
RIPK2	NM_003821
CCDC176	NM_025057
RBMS2	NM_002898
RECQL	NM_002907
PTP4A1	NM_003463
ZYX	NM_003461
GTF2A2	NM_004492
TULP2	NM_003323
SLC22A1	NM_003057
GPS2	NM_004489
CNGA1	NM_001142564
CYLD	NM_015247
DFNB59	NM_001042702
PLAC8	NM_016619
GFRA3	NM_001496
GFRA2	NM_001495
PTPN4	NM_002830
IRF1	NM_002198
INPP5E	NM_019892
ZNF599	NM_001007248
GPR152	NM_206997
TOMM20L	NM_207377
MKKS	NM_018848
LHFPL5	NM_182548
INVS	NM_014425
UBE2Q2	NM_173469
MCAT	NM_173467
COL23A1	NM_173465
UBE2G2	NM_003343
UBE2A	NM_003336
SLC36A2	NM_181776
PLXNA4	NM_020911
SLC36A3	NM_001145017
PRR5-ARHGAP8	NM_181334
RAP1GAP2	NM_015085
SLC1A7	NM_006671
FGL2	NM_006682
DZIP3	NM_014648
MRPL41	NM_032477
MRPS6	NM_032476
PRDM13	NM_021620
CHST6	NM_021615
KCNN2	NM_021614
PTGFRN	NM_020440
ASPHD2	NM_020437
SALL4	NM_020436
JPH2	NM_020433
CDH20	NM_031891
RAB27A	NM_004580
PSPH	NM_004577
GRB10	NM_005311
ERCC8	NM_000082
HSD17B13	NM_178135
AP2M1	NM_001025205
ZNF554	NM_001102651
NANOS3	NM_001098622
REPS1	NM_031922
SHB	NM_003028
CSRP2	NM_001321
CPQ	NM_016134
INSIG2	NM_016133
MYEF2	NM_016132
PSCA	NM_005672
NUBP1	NM_002484
CEACAM6	NM_002483
NBN	NM_002485
ZBTB40	NM_014870
APIP	NM_015957
FBXL8	NM_018378
MRPL4	NM_015956
MRPL48	NM_016055
DERA	NM_015954
CCDC53	NM_016053
RWDD1	NM_015952
CNNM2	NM_017649
TMED5	NM_016040
C14orf166	NM_016039
MNS1	NM_018365
C11orf57	NM_018195
RIMBP2	NM_015347
C1orf56	NM_017860
FANCE	NM_021922
SF3B1	NM_012433
RS1	NM_000330
GUCY1B3	NM_000857
ZNF665	NM_024733
KLHL36	NM_024731
PPARGC1B	NM_133263
TCERG1	NM_006706
CLDN15	NM_014343
SMPX	NM_014332
CDKN3	NM_005192
KRT4	NM_002272
GALP	NM_033106
ZSCAN18	NM_001145542
LIMS2	NM_017980
C11orf93	NM_001271458
EIF4E1B	NM_001099408
MS4A15	NM_001098835
OC90	NM_001080399
POU3F1	NM_002699
CPNE3	NM_003909
ZNF143	NM_003442
FLT3	NM_004119
SLC22A13	NM_004256
CWH43	NM_025087
KDM2B	NM_032590
AADACL4	NM_001013630
FER1L6	NM_001039112
ADAMTS10	NM_030957
KCMF1	NM_020122
BAZ1A	NM_013448
THUMPD1	NM_017736
FANCL	NM_001114636
PRPF38B	NM_018061
DSCAML1	NM_020693
VIL1	NM_007127
NPC1L1	NM_013389
TTLL12	NM_015140
LSS	NM_002340
TMEM88B	NM_001146685
SMIM6	NM_001162997
INCA1	NM_001167986
PIWIL1	NM_004764
RARS	NM_002887
RAP2B	NM_002886
MCIN	NM_001190787
SLC9A2	NM_003048
RYR3	NM_001036
PTCHD2	NM_020780
IVNS1ABP	NM_006469
ELP3	NM_018091
MS4A5	NM_023945
SHROOM4	NM_020717
ILVBL	NM_006844
NEDD8-MDP1	NM_001199823
ATP11A	NM_032189
SCP2D1	NM_178483
FCN2	NM_004108
TRIM23	NM_001656
EIF2S3	NM_001415
ERO1L	NM_014584
VPS9D1	NM_004913
HINFP	NM_015517
SMCR9	NM_001243312
KLF5	NM_001730
BTC	NM_001729
TIMM17B	NM_001167947
POLR3F	NM_006466
ARID3B	NM_006465
CNPY3	NM_006586
CCT8	NM_006585
CCT6B	NM_006584
FUT9	NM_006581
EBP	NM_006579
C1QTNF2	NM_031908
FARSB	NM_005687
MAGEA10	NM_021048
ZNF253	NM_021047
KIAA1609	NM_020947
SCAMP4	NM_079834
CNBD2	NM_080834
RBBP8NL	NM_080833
LOC554223	NM_001207043
PCNXL2	NM_014801
UQCRFS1	NM_006003
DDN	NM_015086
CEP152	NM_001194998
PARD6A	NM_016948
ARHGAP24	NM_001025616
DHRS9	NM_005771
CCDC166	NM_001162914
LOC730159	NM_001195190
CLEC1B	NM_016509
GIP	NM_004123
FIGN	NM_018086
TAS2R50	NM_176890
TAS2R46	NM_176887
TAS2R31	NM_176885
TAS2R43	NM_176884
TAS2R41	NM_176883
TAS2R39	NM_176881
ZNF605	NM_001164715
GLT6D1	NM_182974
TMPRSS9	NM_182973
CDK5RAP3	NM_176096
PRSS38	NM_183062
KRT77	NM_175078
C14orf39	NM_174978
PPP4R2	NM_174907
PRSS42	NM_182702
TBX15	NM_152380
NT5DC1	NM_152729
BBS5	NM_152384
ZNF713	NM_182633
OR2L13	NM_175911
C4orf47	NM_001114357
C20orf111	NM_016470
ZNF107	NM_016220
ECT2L	NM_001077706
NIPA1	NM_144599
C12orf73	NM_001135570
